circuit_id,year,avg_pit_stops,pit_stop_variance,n_races
villeneuve,2025,2.1,0.1,1
valencia,2010,2.1,0.1,1
valencia,2011,2.1,0.1,1
valencia,2012,2.1,0.1,1
valencia,2013,2.1,0.1,1
valencia,2014,2.1,0.1,1
valencia,2015,2.1,0.1,1
valencia,2016,2.1,0.1,1
valencia,2017,2.1,0.1,1
valencia,2018,2.1,0.1,1
valencia,2019,2.1,0.1,1
valencia,2020,2.1,0.1,1
valencia,2021,2.1,0.1,1
valencia,2022,2.1,0.1,1
valencia,2023,2.1,0.1,1
valencia,2024,2.1,0.1,1
valencia,2025,2.1,0.1,1
silverstone,2010,2.1,0.1,1
silverstone,2011,2.1,0.1,1
silverstone,2012,2.1,0.1,1
silverstone,2013,2.1,0.1,1
silverstone,2014,2.1,0.1,1
silverstone,2015,2.1,0.1,1
silverstone,2016,2.1,0.1,1
silverstone,2017,2.1,0.1,1
silverstone,2018,2.1,0.1,1
silverstone,2019,2.1,0.1,1
silverstone,2020,2.1,0.1,1
silverstone,2021,2.1,0.1,1
silverstone,2022,2.1,0.1,1
silverstone,2023,2.1,0.1,1
silverstone,2024,2.1,0.1,1
silverstone,2025,2.1,0.1,1
hockenheimring,2010,2.1,0.1,1
hockenheimring,2011,2.1,0.1,1
hockenheimring,2012,2.1,0.1,1
hockenheimring,2013,2.1,0.1,1
hockenheimring,2014,2.1,0.1,1
hockenheimring,2015,2.1,0.1,1
hockenheimring,2016,2.1,0.1,1
hockenheimring,2017,2.1,0.1,1
hockenheimring,2018,2.1,0.1,1
hockenheimring,2019,2.1,0.1,1
hockenheimring,2020,2.1,0.1,1
hockenheimring,2021,2.1,0.1,1
hockenheimring,2022,2.1,0.1,1
hockenheimring,2023,2.1,0.1,1
hockenheimring,2024,2.1,0.1,1
hockenheimring,2025,2.1,0.1,1
hungaroring,2010,2.1,0.1,1
hungaroring,2011,2.1,0.1,1
hungaroring,2012,2.1,0.1,1
hungaroring,2013,2.1,0.1,1
hungaroring,2014,2.1,0.1,1
hungaroring,2015,2.1,0.1,1
hungaroring,2016,2.1,0.1,1
hungaroring,2017,2.1,0.1,1
hungaroring,2018,2.1,0.1,1
hungaroring,2019,2.1,0.1,1
hungaroring,2020,2.1,0.1,1
hungaroring,2021,2.1,0.1,1
hungaroring,2022,2.1,0.1,1
hungaroring,2023,2.1,0.1,1
hungaroring,2024,2.1,0.1,1
hungaroring,2025,2.1,0.1,1
spa,2010,2.1,0.1,1
spa,2011,2.1,0.1,1
spa,2012,2.1,0.1,1
spa,2013,2.1,0.1,1
spa,2014,2.1,0.1,1
spa,2015,2.1,0.1,1
spa,2016,2.1,0.1,1
spa,2017,2.1,0.1,1
spa,2018,2.1,0.1,1
spa,2019,2.1,0.1,1
spa,2020,2.1,0.1,1
spa,2021,2.1,0.1,1
spa,2022,2.1,0.1,1
spa,2023,2.1,0.1,1
spa,2024,2.1,0.1,1
spa,2025,2.1,0.1,1
monza,2010,2.1,0.1,1
monza,2011,2.1,0.1,1
monza,2012,2.1,0.1,1
monza,2013,2.1,0.1,1
monza,2014,2.1,0.1,1
monza,2015,2.1,0.1,1
monza,2016,2.1,0.1,1
monza,2017,2.1,0.1,1
monza,2018,2.1,0.1,1
monza,2019,2.1,0.1,1
monza,2020,2.1,0.1,1
monza,2021,2.1,0.1,1
monza,2022,2.1,0.1,1
monza,2023,2.1,0.1,1
monza,2024,2.1,0.1,1
monza,2025,2.1,0.1,1
marina_bay,2010,2.1,0.1,1
marina_bay,2011,2.1,0.1,1
marina_bay,2012,2.1,0.1,1
marina_bay,2013,2.1,0.1,1
marina_bay,2014,2.1,0.1,1
marina_bay,2015,2.1,0.1,1
marina_bay,2016,2.1,0.1,1
marina_bay,2017,2.1,0.1,1
marina_bay,2018,2.1,0.1,1
marina_bay,2019,2.1,0.1,1
marina_bay,2020,2.1,0.1,1
marina_bay,2021,2.1,0.1,1
marina_bay,2022,2.1,0.1,1
marina_bay,2023,2.1,0.1,1
marina_bay,2024,2.1,0.1,1
marina_bay,2025,2.1,0.1,1
suzuka,2010,2.1,0.1,1
suzuka,2011,2.1,0.1,1
suzuka,2012,2.1,0.1,1
suzuka,2013,2.1,0.1,1
suzuka,2014,2.1,0.1,1
suzuka,2015,2.1,0.1,1
suzuka,2016,2.1,0.1,1
suzuka,2017,2.1,0.1,1
suzuka,2018,2.1,0.1,1
suzuka,2019,2.1,0.1,1
suzuka,2020,2.1,0.1,1
suzuka,2021,2.1,0.1,1
suzuka,2022,2.1,0.1,1
suzuka,2023,2.1,0.1,1
suzuka,2024,2.1,0.1,1
suzuka,2025,2.1,0.1,1
yeongam,2010,2.1,0.1,1
yeongam,2011,2.1,0.1,1
yeongam,2012,2.1,0.1,1
yeongam,2013,2.1,0.1,1
yeongam,2014,2.1,0.1,1
yeongam,2015,2.1,0.1,1
yeongam,2016,2.1,0.1,1
yeongam,2017,2.1,0.1,1
yeongam,2018,2.1,0.1,1
yeongam,2019,2.1,0.1,1
yeongam,2020,2.1,0.1,1
yeongam,2021,2.1,0.1,1
yeongam,2022,2.1,0.1,1
yeongam,2023,2.1,0.1,1
yeongam,2024,2.1,0.1,1
yeongam,2025,2.1,0.1,1
interlagos,2010,2.1,0.1,1
interlagos,2011,2.1,0.1,1
interlagos,2012,2.1,0.1,1
interlagos,2013,2.1,0.1,1
interlagos,2014,2.1,0.1,1
interlagos,2015,2.1,0.1,1
interlagos,2016,2.1,0.1,1
interlagos,2017,2.1,0.1,1
interlagos,2018,2.1,0.1,1
interlagos,2019,2.1,0.1,1
interlagos,2020,2.1,0.1,1
interlagos,2021,2.1,0.1,1
interlagos,2022,2.1,0.1,1
interlagos,2023,2.1,0.1,1
interlagos,2024,2.1,0.1,1
interlagos,2025,2.1,0.1,1
yas_marina,2010,2.1,0.1,1
yas_marina,2011,2.1,0.1,1
yas_marina,2012,2.1,0.1,1
yas_marina,2013,2.1,0.1,1
yas_marina,2014,2.1,0.1,1
yas_marina,2015,2.1,0.1,1
yas_marina,2016,2.1,0.1,1
yas_marina,2017,2.1,0.1,1
yas_marina,2018,2.1,0.1,1
yas_marina,2019,2.1,0.1,1
yas_marina,2020,2.1,0.1,1
yas_marina,2021,2.1,0.1,1
yas_marina,2022,2.1,0.1,1
yas_marina,2023,2.1,0.1,1
yas_marina,2024,2.1,0.1,1
yas_marina,2025,2.1,0.1,1
nurburgring,2010,2.1,0.1,1
nurburgring,2011,2.1,0.1,1
nurburgring,2012,2.1,0.1,1
nurburgring,2013,2.1,0.1,1
nurburgring,2014,2.1,0.1,1
nurburgring,2015,2.1,0.1,1
nurburgring,2016,2.1,0.1,1
nurburgring,2017,2.1,0.1,1
nurburgring,2018,2.1,0.1,1
nurburgring,2019,2.1,0.1,1
nurburgring,2020,2.1,0.1,1
nurburgring,2021,2.1,0.1,1
nurburgring,2022,2.1,0.1,1
nurburgring,2023,2.1,0.1,1
nurburgring,2024,2.1,0.1,1
nurburgring,2025,2.1,0.1,1
buddh,2010,2.1,0.1,1
buddh,2011,2.1,0.1,1
buddh,2012,2.1,0.1,1
buddh,2013,2.1,0.1,1
buddh,2014,2.1,0.1,1
buddh,2015,2.1,0.1,1
buddh,2016,2.1,0.1,1
buddh,2017,2.1,0.1,1
buddh,2018,2.1,0.1,1
buddh,2019,2.1,0.1,1
buddh,2020,2.1,0.1,1
buddh,2021,2.1,0.1,1
buddh,2022,2.1,0.1,1
buddh,2023,2.1,0.1,1
buddh,2024,2.1,0.1,1
buddh,2025,2.1,0.1,1
americas,2010,2.1,0.1,1
americas,2011,2.1,0.1,1
americas,2012,2.1,0.1,1
americas,2013,2.1,0.1,1
americas,2014,2.1,0.1,1
americas,2015,2.1,0.1,1
americas,2016,2.1,0.1,1
americas,2017,2.1,0.1,1
americas,2018,2.1,0.1,1
americas,2019,2.1,0.1,1
americas,2020,2.1,0.1,1
americas,2021,2.1,0.1,1
americas,2022,2.1,0.1,1
americas,2023,2.1,0.1,1
americas,2024,2.1,0.1,1
americas,2025,2.1,0.1,1
red_bull_ring,2010,2.1,0.1,1
red_bull_ring,2011,2.1,0.1,1
red_bull_ring,2012,2.1,0.1,1
red_bull_ring,2013,2.1,0.1,1
red_bull_ring,2014,2.1,0.1,1
red_bull_ring,2015,2.1,0.1,1
red_bull_ring,2016,2.1,0.1,1
red_bull_ring,2017,2.1,0.1,1
red_bull_ring,2018,2.1,0.1,1
red_bull_ring,2019,2.1,0.1,1
red_bull_ring,2020,2.1,0.1,1
red_bull_ring,2021,2.1,0.1,1
red_bull_ring,2022,2.1,0.1,1
red_bull_ring,2023,2.1,0.1,1
red_bull_ring,2024,2.1,0.1,1
red_bull_ring,2025,2.1,0.1,1
sochi,2010,2.1,0.1,1
sochi,2011,2.1,0.1,1
sochi,2012,2.1,0.1,1
sochi,2013,2.1,0.1,1
sochi,2014,2.1,0.1,1
sochi,2015,2.1,0.1,1
sochi,2016,2.1,0.1,1
sochi,2017,2.1,0.1,1
sochi,2018,2.1,0.1,1
sochi,2019,2.1,0.1,1
sochi,2020,2.1,0.1,1
sochi,2021,2.1,0.1,1
sochi,2022,2.1,0.1,1
sochi,2023,2.1,0.1,1
sochi,2024,2.1,0.1,1
sochi,2025,2.1,0.1,1
rodriguez,2010,2.1,0.1,1
rodriguez,2011,2.1,0.1,1
rodriguez,2012,2.1,0.1,1
rodriguez,2013,2.1,0.1,1
rodriguez,2014,2.1,0.1,1
rodriguez,2015,2.1,0.1,1
rodriguez,2016,2.1,0.1,1
rodriguez,2017,2.1,0.1,1
rodriguez,2018,2.1,0.1,1
rodriguez,2019,2.1,0.1,1
rodriguez,2020,2.1,0.1,1
rodriguez,2021,2.1,0.1,1
rodriguez,2022,2.1,0.1,1
rodriguez,2023,2.1,0.1,1
rodriguez,2024,2.1,0.1,1
rodriguez,2025,2.1,0.1,1
baku,2010,2.1,0.1,1
baku,2011,2.1,0.1,1
baku,2012,2.1,0.1,1
baku,2013,2.1,0.1,1
baku,2014,2.1,0.1,1
baku,2015,2.1,0.1,1
baku,2016,2.1,0.1,1
baku,2017,2.1,0.1,1
baku,2018,2.1,0.1,1
baku,2019,2.1,0.1,1
baku,2020,2.1,0.1,1
baku,2021,2.1,0.1,1
baku,2022,2.1,0.1,1
baku,2023,2.1,0.1,1
baku,2024,2.1,0.1,1
baku,2025,2.1,0.1,1
ricard,2010,2.1,0.1,1
ricard,2011,2.1,0.1,1
ricard,2012,2.1,0.1,1
ricard,2013,2.1,0.1,1
ricard,2014,2.1,0.1,1
ricard,2015,2.1,0.1,1
ricard,2016,2.1,0.1,1
ricard,2017,2.1,0.1,1
ricard,2018,2.1,0.1,1
ricard,2019,2.1,0.1,1
ricard,2020,2.1,0.1,1
ricard,2021,2.1,0.1,1
ricard,2022,2.1,0.1,1
ricard,2023,2.1,0.1,1
ricard,2024,2.1,0.1,1
ricard,2025,2.1,0.1,1
mugello,2010,2.1,0.1,1
mugello,2011,2.1,0.1,1
mugello,2012,2.1,0.1,1
mugello,2013,2.1,0.1,1
mugello,2014,2.1,0.1,1
mugello,2015,2.1,0.1,1
mugello,2016,2.1,0.1,1
mugello,2017,2.1,0.1,1
mugello,2018,2.1,0.1,1
mugello,2019,2.1,0.1,1
mugello,2020,2.1,0.1,1
mugello,2021,2.1,0.1,1
mugello,2022,2.1,0.1,1
mugello,2023,2.1,0.1,1
mugello,2024,2.1,0.1,1
mugello,2025,2.1,0.1,1
portimao,2010,2.1,0.1,1
portimao,2011,2.1,0.1,1
portimao,2012,2.1,0.1,1
portimao,2013,2.1,0.1,1
portimao,2014,2.1,0.1,1
portimao,2015,2.1,0.1,1
portimao,2016,2.1,0.1,1
portimao,2017,2.1,0.1,1
portimao,2018,2.1,0.1,1
portimao,2019,2.1,0.1,1
portimao,2020,2.1,0.1,1
portimao,2021,2.1,0.1,1
portimao,2022,2.1,0.1,1
portimao,2023,2.1,0.1,1
portimao,2024,2.1,0.1,1
portimao,2025,2.1,0.1,1
imola,2010,2.1,0.1,1
imola,2011,2.1,0.1,1
imola,2012,2.1,0.1,1
imola,2013,2.1,0.1,1
imola,2014,2.1,0.1,1
imola,2015,2.1,0.1,1
imola,2016,2.1,0.1,1
imola,2017,2.1,0.1,1
imola,2018,2.1,0.1,1
imola,2019,2.1,0.1,1
imola,2020,2.1,0.1,1
imola,2021,2.1,0.1,1
imola,2022,2.1,0.1,1
imola,2023,2.1,0.1,1
imola,2024,2.1,0.1,1
imola,2025,2.1,0.1,1
zandvoort,2010,2.1,0.1,1
zandvoort,2011,2.1,0.1,1
zandvoort,2012,2.1,0.1,1
zandvoort,2013,2.1,0.1,1
zandvoort,2014,2.1,0.1,1
zandvoort,2015,2.1,0.1,1
zandvoort,2016,2.1,0.1,1
zandvoort,2017,2.1,0.1,1
zandvoort,2018,2.1,0.1,1
zandvoort,2019,2.1,0.1,1
zandvoort,2020,2.1,0.1,1
zandvoort,2021,2.1,0.1,1
zandvoort,2022,2.1,0.1,1
zandvoort,2023,2.1,0.1,1
zandvoort,2024,2.1,0.1,1
zandvoort,2025,2.1,0.1,1
losail,2010,2.1,0.1,1
losail,2011,2.1,0.1,1
losail,2012,2.1,0.1,1
losail,2013,2.1,0.1,1
losail,2014,2.1,0.1,1
losail,2015,2.1,0.1,1
losail,2016,2.1,0.1,1
losail,2017,2.1,0.1,1
losail,2018,2.1,0.1,1
losail,2019,2.1,0.1,1
losail,2020,2.1,0.1,1
losail,2021,2.1,0.1,1
losail,2022,2.1,0.1,1
losail,2023,2.1,0.1,1
losail,2024,2.1,0.1,1
losail,2025,2.1,0.1,1
jeddah,2010,2.1,0.1,1
jeddah,2011,2.1,0.1,1
jeddah,2012,2.1,0.1,1
jeddah,2013,2.1,0.1,1
jeddah,2014,2.1,0.1,1
jeddah,2015,2.1,0.1,1
jeddah,2016,2.1,0.1,1
jeddah,2017,2.1,0.1,1
jeddah,2018,2.1,0.1,1
jeddah,2019,2.1,0.1,1
jeddah,2020,2.1,0.1,1
jeddah,2021,2.1,0.1,1
jeddah,2022,2.1,0.1,1
jeddah,2023,2.1,0.1,1
jeddah,2024,2.1,0.1,1
jeddah,2025,2.1,0.1,1
miami,2010,2.1,0.1,1
miami,2011,2.1,0.1,1
miami,2012,2.1,0.1,1
miami,2013,2.1,0.1,1
miami,2014,2.1,0.1,1
miami,2015,2.1,0.1,1
miami,2016,2.1,0.1,1
miami,2017,2.1,0.1,1
miami,2018,2.1,0.1,1
miami,2019,2.1,0.1,1
miami,2020,2.1,0.1,1
miami,2021,2.1,0.1,1
miami,2022,2.1,0.1,1
miami,2023,2.1,0.1,1
miami,2024,2.1,0.1,1
miami,2025,2.1,0.1,1
vegas,2010,2.1,0.1,1
vegas,2011,2.1,0.1,1
vegas,2012,2.1,0.1,1
vegas,2013,2.1,0.1,1
vegas,2014,2.1,0.1,1
vegas,2015,2.1,0.1,1
vegas,2016,2.1,0.1,1
vegas,2017,2.1,0.1,1
vegas,2018,2.1,0.1,1
vegas,2019,2.1,0.1,1
vegas,2020,2.1,0.1,1
vegas,2021,2.1,0.1,1
vegas,2022,2.1,0.1,1
vegas,2023,2.1,0.1,1
vegas,2024,2.1,0.1,1
vegas,2025,2.1,0.1,1
